,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,wav_filename,example_number,recording_start_s,recording_stop_s
0,-0.4052013,-0.1730696,0.07187149,0.27591398,0.15950523,-0.54385656,-0.3983846,-0.09138963,-0.29996738,-0.60154325,-0.6548184,-0.4590692,-0.32853237,-0.23454016,-0.16290751,-0.4076399,-0.023407651,0.07511154,0.18776353,-0.40144232,0.9551131,-0.3075515,0.03319446,0.10327982,0.004526794,0.14123651,-0.2774467,-0.012459338,0.3657208,-0.3196811,-0.32353958,-0.21420637,0.15435252,0.81021553,0.14591709,-0.28512478,-0.40463746,-0.15554172,-0.15746467,-0.15105894,-0.098238826,0.3577022,0.2550473,-0.29055852,0.28679976,-0.020689175,0.24780923,0.5261485,-0.11242801,0.07564822,-0.17667098,-0.4746886,-0.62953985,-0.2967486,-0.13269383,0.06350531,0.6057595,-0.5061621,0.74032414,0.12685308,-0.22111449,-0.3232978,-0.47720718,-0.30951363,-0.227644,-0.25773156,-0.49772507,0.5502943,-0.304067,-0.14831436,-0.023318501,0.011506677,-0.6931043,-0.23481932,0.17446102,0.13524638,-0.103309885,0.7405608,0.30746835,0.16800734,0.38099355,1.0477533,-0.3297998,-0.5645858,0.7165493,-0.10845953,0.4418482,0.26009345,-0.23291166,0.1444307,-0.25434434,-0.080800325,0.056460552,-0.18455586,0.22084564,0.46697047,-0.1383376,-0.4425337,-0.56172657,-0.10839945,0.013183975,-0.0073794127,-0.06383068,0.3411779,-0.1674406,-0.6613707,0.8503525,-0.4561172,0.37800056,-0.29350138,-0.47306296,-0.269841,0.37789157,-0.13886033,-0.42210758,-0.08972645,-0.3621991,-0.12323551,-0.8121712,0.14085126,-0.08635186,-0.28663966,-0.23642156,0.02239412,-0.13767758,-0.49714586,0.5433685,-0.42256624,181227-100002-437599-806141979,0,0.0,0.96
1,-0.6945194,-0.33947387,0.45082316,0.53662175,-0.19704853,-0.44306338,-0.2058267,-0.37699047,-0.8768811,-0.4111268,-0.80248165,-0.04247296,-0.4926701,-0.61236334,-0.37388194,-0.2801403,0.14534336,-0.04177749,0.35519946,-0.5652529,1.1780889,-0.4022699,-0.26148736,-0.07359506,-0.582932,-0.44119617,-0.6400527,-0.2722065,0.55668545,-0.72719973,-0.6721317,-0.5670264,0.43518156,0.9731435,-0.3350189,-0.3503933,-0.787467,-0.61488396,-0.03493262,-0.04094875,-0.37678,0.63599247,1.0621707,-0.3312312,0.45239988,-0.21861872,-0.39401758,0.42288178,-0.088178635,0.47896937,-0.35814023,-0.5781738,-1.3078699,-0.44530213,-0.891442,0.50185084,0.5585798,-0.44253796,1.2815602,-0.3681363,-0.49282947,-0.4249081,-0.8212381,-0.69235575,-0.17972389,-0.2832948,-0.75882053,0.42426628,-0.53694785,-0.42393026,-0.068247266,-0.0839088,-0.9000965,-0.6820162,0.09315753,0.023768477,-0.5788766,0.77684116,0.19897136,0.08706787,0.8866892,2.0068796,-0.42674258,-0.8700376,0.54521453,-0.28255498,0.9670055,0.12375885,-0.13970526,0.032878995,-0.4165173,-0.3960469,-0.22104445,-0.8342867,-0.051630408,0.20719984,-0.32359618,-0.8070149,-0.79015154,-0.21868312,-0.091515794,-0.26301426,-0.5940995,-0.08689034,-0.11800218,-0.8172443,0.59967893,-0.43534663,-0.15187612,-0.44021046,-0.44092077,0.30314884,0.61216295,-0.008245125,-0.35092765,-0.08068991,-0.40845492,-0.49675727,-0.59160936,-0.29130605,-0.3888088,-0.4051091,-0.20223787,0.1946992,0.018816322,-0.7620361,1.0572484,-0.36008465,181227-100002-437599-806141979,1,0.96,1.92
2,-0.81574094,-0.046631604,0.2265405,0.47019553,-0.12457295,-0.42272124,-0.2976321,-0.13490999,-0.45859227,-0.33147797,-0.38703838,-0.2724839,-0.22770809,-0.42110234,-0.2569407,-0.21850066,0.30599988,0.08925617,0.06260951,-0.4740689,0.7108212,-0.17417619,-0.27998662,-0.0015105903,-0.16552395,-0.13293973,-0.5592573,-0.45745802,0.34714237,-0.39479995,-0.37869927,-0.18282354,0.28831354,0.6979947,-0.046144854,-0.26331055,-0.50597024,-0.2234794,-0.1487959,-0.13906035,-0.064002275,0.52126557,0.39209053,-0.10846782,0.25686496,-0.16893163,0.13246208,0.72303975,-0.17532098,0.26643983,-0.29135084,-0.6796222,-0.8287484,-0.17533426,-0.33665282,0.21638158,0.7654835,-0.067283735,1.1512429,-0.10771012,-0.29662952,-0.3250144,-0.58908063,-0.7817805,-0.21689987,-0.27224213,-0.47240752,0.5472143,-0.16465218,-0.3926693,-0.3420993,-0.104167014,-0.8096381,-0.38455796,0.010967046,0.09665072,-0.18983786,0.33220494,0.40755212,0.19175908,0.12283382,1.3372169,-0.357249,-0.61492544,0.6534034,-0.06319395,0.69163334,0.25794023,-0.038470045,0.28084943,-0.39812225,-0.36192122,-0.20095676,-0.27478692,0.0983952,0.87426275,-0.2581451,-0.48643568,-0.417673,-0.21748626,0.100881085,0.019119918,-0.21331221,0.19689265,-0.29086283,-0.79461074,0.8267413,-0.36922795,0.3704968,-0.34935898,-0.4754878,0.06350306,0.45282286,0.009804137,-0.30013472,-0.054534465,-0.39219406,-0.4735034,-0.36131015,-0.1402713,-0.30723453,-0.15087923,-0.2047979,0.09251657,0.045410313,-0.62136066,0.5995728,-0.4020552,181227-100002-437599-806141979,2,1.92,2.88
3,-0.033814043,0.06392494,0.30088332,0.044531733,-0.28240818,-0.6103156,-0.4546284,0.16136762,-0.7741396,0.019302137,-0.31562522,-0.38210487,-0.23532946,-0.08433744,-0.040623285,-0.09989168,-0.27821845,-0.0005748868,0.20569599,-0.3021089,0.3020662,-0.3367926,-0.3131523,0.2789324,0.18199876,-0.1115475,-0.017696142,0.0038635246,-0.0722345,-0.069150224,-0.33695796,-0.06850228,0.023620594,0.16067791,0.0014194599,0.31223273,-0.18987435,0.17257114,-0.13533522,-0.19409466,0.45892566,0.010223269,0.1199657,0.11717856,-0.12985304,0.13170417,0.90763706,0.5744898,0.94024885,-0.20001319,-0.25973755,-0.17116325,-0.5438374,-0.6040303,0.37310395,-0.28712788,0.89896506,-0.10223816,-0.07283509,-0.18178272,0.0041133165,-0.28139055,0.12580737,-0.2659483,-0.05846563,-0.26814783,0.017899513,0.2222587,-0.018721513,0.27385134,0.14544557,0.14223683,-0.544727,-0.06704144,0.01852113,0.18896979,-0.07538855,0.9211737,-0.31471142,0.10883665,0.008939557,0.5539223,-0.20103842,-0.25856712,0.39735156,0.3605916,-0.08055252,-0.13343838,-0.18616347,0.34661794,-0.42503148,0.59366757,-0.13428752,1.1759646,0.45928818,0.24370497,0.3041957,-0.41577274,-0.24322855,0.29205707,0.018618956,0.23004445,0.13919827,-0.0063843727,-0.41828117,-0.14956404,0.3091821,-0.37474504,0.06886917,0.16779883,-0.5148519,0.34449983,0.098098256,-0.05983703,-0.22623093,-0.23803529,-0.07227078,-0.24676868,-0.24358892,0.20807531,0.055355944,-0.12772846,-0.030625518,0.35883498,0.06349889,-0.41791484,-0.36246353,-0.3625539,181227-100002-437599-806141979,3,2.88,3.84
4,-0.14993006,-0.060886025,0.46892768,-0.14256024,-0.3982302,-0.77107215,-0.49296844,0.1771155,-0.89282125,-0.10282044,-0.6038537,-0.5362187,-0.42356625,-0.002114296,0.14743279,-0.24277179,-0.25814995,-0.009771824,0.064737834,-0.092339575,0.33446413,-0.4523341,-0.4068699,0.5333636,0.17482038,-0.17077062,0.18461743,-0.046030726,-0.12569262,-0.073114574,-0.33246544,-0.12341386,0.3504943,0.2746541,0.03324465,0.5602446,-0.3838331,0.07902344,-0.060244575,-0.3040557,0.5333367,-0.18668202,0.34996024,0.03768088,-0.10515049,-0.081255466,0.8837371,0.39540038,0.8869584,-0.23563597,-0.23293184,-0.31746238,-0.37722757,-0.3463791,0.33687738,-0.3097258,0.81569684,-0.077218965,-0.042023152,-0.02462845,0.029724345,-0.25769192,0.10578139,-0.31618303,-0.031137034,-0.26099086,-0.13642672,0.25992385,-0.09019228,0.05806212,0.03261988,0.23746195,-0.6702642,0.08492498,0.13692915,0.28618014,-0.12298016,0.91928995,-0.16368598,-0.11021042,-0.22220013,0.45805869,-0.316586,-0.4774253,0.22860886,0.5198842,-0.38908467,-0.21621123,-0.32703012,0.28882772,-0.36953777,0.61263824,-0.09018567,0.74124587,0.64805996,0.2773517,0.25027317,-0.5015796,-0.22182599,0.055931136,0.005188398,0.356813,0.15492234,0.01799661,-0.61662686,-0.070360616,0.21842393,-0.47482216,0.115600705,0.104111664,-0.42356548,0.26048377,0.15879911,-0.03136339,-0.32768875,-0.24402475,-0.090883285,-0.23998055,-0.20112565,0.22402938,0.08239013,-0.2150501,-0.018212173,0.39953846,-0.19170803,-0.53513503,-0.37853754,-0.42231154,181227-100002-437599-806141979,4,3.84,4.8
5,-0.058515757,0.29202878,0.14435561,0.3291512,-0.16700734,-0.6486167,-0.09027453,-0.06381408,-1.0863693,-0.07382946,0.008884281,-0.02505739,-0.31306607,-0.2229672,0.078914545,-0.06721294,-0.039964743,0.16289411,0.27120447,-0.1531311,0.043166716,-0.18755513,-0.20864841,0.06842112,0.54758215,-0.074771345,-0.055842638,-0.001755733,0.2367454,-0.042816207,-0.15241882,-0.18057734,0.053266484,0.54464614,-0.0988495,0.051362135,-0.35394692,-0.02666217,-0.16526815,-0.043394715,0.5298898,-0.0458605,0.24676557,-0.02255562,0.13679749,0.029889025,1.056878,0.3864447,0.49024677,0.1293574,0.06482732,-0.2391498,-0.4051827,-0.7242459,0.33595872,-0.23283705,0.45056558,-0.04504554,0.014409676,-0.14823757,-0.031104475,-0.20740108,0.12940557,-0.44635433,0.094035,-0.19342217,-0.0450266,0.24935864,0.077375434,0.025028706,0.08291899,0.08210349,-0.39629412,-0.14286047,0.06258637,0.09455131,-0.2888811,0.66741484,-0.12038833,0.10189572,-0.08936789,0.7556077,-0.06981841,-0.40612128,0.46287188,0.060862288,-0.008670807,-0.044258438,-0.1112604,0.29386842,-0.5626434,0.52534664,-0.17056769,0.70626426,0.6588864,0.30845356,0.094357476,-0.22114263,-0.2716243,0.041425228,0.1479209,0.25425327,0.22202067,-0.07843599,-0.6785878,-0.1431834,0.60533464,-0.36204314,0.07188392,0.025504945,-0.39146686,0.43362463,0.08670223,-0.15026578,-0.20591186,-0.1233103,-0.13836765,-0.023751138,-0.1538713,0.25087652,0.0920575,-0.1351496,-0.22675073,0.33664954,0.30525398,-0.09902328,-0.27026486,-0.10280371,181227-100002-437599-806141979,5,4.8,5.76
6,-0.049800366,0.24574295,0.23779911,-0.006399259,-0.2984907,-0.5848153,-0.31135374,-0.049594946,-1.1306667,-0.06443031,-0.2477307,-0.21146818,-0.38906032,-0.215666,0.021119133,-0.42016286,-0.21055835,0.13777877,0.0856815,-0.21467558,0.3823871,-0.23947269,-0.29979485,0.01684875,0.38691583,-0.053390145,0.030439943,-0.027345221,-0.026569322,-0.12835018,-0.16880777,-0.20773813,0.083722666,0.5052383,-0.041118313,0.14827487,-0.30670178,0.115491,-0.05199404,-0.06682432,0.5083465,-0.0501269,0.2859154,-0.02328831,0.059307456,0.04073558,0.93598986,0.36157888,0.7509861,0.028369367,-0.0786228,-0.14287838,-0.4092776,-0.7703553,0.2569466,0.011616569,0.8474301,-0.1832587,-0.031746984,-0.0797436,0.08671111,-0.22878973,0.015179768,-0.22373684,-0.15455233,-0.2289982,-0.017129183,0.21354195,0.057045117,0.120333895,0.30792367,0.13224407,-0.55891824,-0.20682812,0.044993147,0.33035263,-0.22824396,0.79903406,-0.25593564,0.0028459132,-0.010824718,0.6413481,-0.14263949,-0.5053657,0.46043444,0.22493495,-0.06523228,-0.15418899,-0.17453767,0.3980081,-0.44279853,0.7587467,-0.1275284,0.8913177,0.51012576,0.12691134,0.37760553,-0.37077746,-0.3725239,0.38272238,0.04879522,0.13258874,0.15884887,0.08646117,-0.49317613,-0.11196329,0.35195053,-0.37312832,-0.11561355,0.14058435,-0.49585927,0.42062575,-0.017104946,-0.16695608,-0.21175815,-0.16426098,-0.14330673,-0.17387366,-0.23249424,0.16323797,0.06814073,-0.16308564,-0.16999263,0.26755044,0.16060652,-0.14918059,-0.44449663,-0.26634514,181227-100002-437599-806141979,6,5.76,6.72
7,-0.03967032,0.030231833,0.4287594,-0.18972036,-0.26245838,-0.74450344,-0.39888898,0.15895805,-1.0326173,-0.10148007,-0.4853312,-0.3983702,-0.2944446,0.04351926,0.16626295,-0.08856307,-0.19199096,0.16064765,0.11777229,0.055108458,0.3517825,-0.20408672,-0.42760563,0.40792394,0.21628615,-0.17371044,0.12308137,-0.0018690787,-0.06724478,-0.13445272,-0.23367795,-0.113636315,0.258777,0.25729516,0.11721185,0.385913,-0.24565971,0.040963415,-0.19062285,-0.0009815395,0.6021789,-0.12854888,0.34839034,0.020116359,-0.13494468,-0.11521426,0.79841304,0.55329686,0.82665986,-0.10810393,-0.2852131,-0.20952167,-0.3828385,-0.39589408,0.4988751,-0.085082,0.7433865,-0.04856606,0.022669792,-0.0038650967,0.04925874,-0.18429486,0.13979258,-0.3403383,0.035198893,-0.23747647,-0.07650134,0.3686841,-0.15057504,0.16597289,0.09941945,0.1667687,-0.5924478,0.124736,0.0369792,0.32220346,-0.034435384,0.9380705,-0.1210109,0.07475883,-0.13381273,0.42601907,-0.31055722,-0.27050883,0.21282163,0.26283234,-0.1720899,-0.1296945,-0.23605777,0.28190154,-0.4246455,0.59133536,-0.15383601,0.7848065,0.49445868,0.3906208,0.14581038,-0.49660477,-0.1972355,0.13480623,-0.08152792,0.27605063,0.1485937,0.13017935,-0.5978991,-0.13243896,0.17052746,-0.41269115,0.25850886,0.058766305,-0.45943627,0.2360743,0.29545486,-0.030290589,-0.18353139,-0.24870059,-0.031802773,-0.23907897,-0.36128238,0.1895738,0.10257778,-0.1737315,-0.10545647,0.34257096,-0.06449533,-0.3907365,-0.25171864,-0.39840847,181227-100002-437599-806141979,7,6.72,7.68
8,-0.33681706,-0.07585019,0.30269504,-0.24602583,-0.71310014,-0.6986649,-0.7675807,-0.3459536,-0.43233842,0.030102238,-0.62923026,-0.7336115,-0.61169404,-0.2247917,0.119494155,-0.61128217,-0.6232014,-0.25974137,-0.014314279,-0.5242152,0.33458364,-0.85621035,-0.5693214,0.1271431,-0.03297475,-0.31435147,-0.19794077,-0.17673895,-0.2520613,-0.19222043,-0.55781144,-0.13463002,-0.022353983,0.5284012,0.3364568,0.45257413,-0.45947134,0.5039731,-0.16411474,-0.47799605,0.6888622,-0.09732919,0.5457677,-0.04762596,-0.34009954,0.027416825,0.88580483,0.2765178,1.5300401,-0.34718403,-0.46293294,-0.50153965,-0.4647027,-0.67915833,0.16298208,-0.08600011,1.8908877,-0.42629725,-0.0826374,-0.029716928,0.02666159,-0.38016146,-0.103122324,-0.37007582,-0.27798954,-0.36879015,-0.21283942,0.3174959,-0.17550884,0.20857836,0.07259079,0.031905547,-1.1693659,-0.1106008,-0.14506003,0.2865816,-0.09412187,1.1117043,-0.35586712,-0.25013953,-0.21904096,0.31136173,-0.7141986,-0.48216423,0.4166096,0.17001039,-0.3552573,-0.24856326,-0.46142888,0.5712656,-0.5233166,0.7896277,-0.013575733,0.7590263,0.41557467,0.018327475,0.6531173,-0.49347374,-0.40607956,0.5381429,0.17764394,-0.35215944,0.112836726,0.089200765,-0.49652848,-0.32269287,0.35150874,-0.39816824,-0.18980071,0.20370536,-0.50741535,0.18297933,-0.11080258,0.046690963,-0.4593954,-0.3314933,-0.28661588,-0.39556965,-0.3747585,0.16767035,-0.056806237,-0.10136818,0.18827924,0.35345015,-0.093150176,-0.6342422,-0.36731738,-0.5717596,181227-100002-437599-806141979,8,7.68,8.64
9,-0.016928762,0.18096498,0.19123687,0.0359893,-0.30005115,-0.52367914,-0.27401683,0.06714767,-1.0938085,-0.0908785,-0.1258063,-0.15501077,-0.2810948,-0.12167755,0.029342778,-0.26702943,-0.3358004,0.16302058,0.10382423,-0.19769242,0.26201826,-0.3557679,-0.28022113,0.033110835,0.47669092,0.009052545,0.070601106,-0.074120924,-0.03933297,-0.09550974,-0.1440728,-0.23807979,0.118726686,0.40543705,-0.094988436,0.11402856,-0.275326,0.19619554,-0.02355428,-0.097947866,0.50966215,-0.14113748,0.3268963,-0.008882523,0.043436736,-0.02573523,1.0625833,0.2295062,0.7025171,-0.05325499,-0.049460366,-0.17757626,-0.40175593,-0.60299635,0.33533195,-0.14468005,0.7439667,0.027253494,-0.025218248,-0.05744386,0.1273255,-0.18374081,0.14221543,-0.23894145,-0.13035508,-0.21434386,-0.0030107573,0.23027486,0.022152541,0.10781655,0.17657365,0.1874367,-0.30111104,-0.14352947,0.08104634,0.13666986,-0.08416049,0.8724929,-0.13069382,-0.025577188,-0.080255605,0.5918216,0.028892055,-0.3503597,0.41347104,0.20092666,-0.08801758,-0.031136781,-0.19077705,0.4188571,-0.31154266,0.5858971,-0.08632746,0.8365469,0.67512214,0.23005375,0.26961368,-0.29955807,-0.24176966,0.38747853,0.11399014,0.2174002,0.14889835,0.05073437,-0.39684418,-0.16106512,0.39806014,-0.31708366,-0.06587598,0.08282104,-0.46771526,0.54354894,0.16413626,-0.16510022,-0.169648,-0.15610418,-0.09532526,-0.030899553,-0.10602197,0.17396918,0.115607634,-0.08201013,-0.11619657,0.20609719,0.1625191,-0.21747062,-0.37214535,-0.27965933,181227-100002-437599-806141979,9,8.64,9.6
